pair,stability,frequency
ENG-TXT-30.txt-GER-TXT-13.txt,0.6000,0.3000
ENG-TXT-8.txt-GER-TXT-13.txt,0.6000,0.3000
ENG-TXT-10.txt-GER-TXT-13.txt,0.6000,0.3000
ENG-TXT-15.txt-GER-TXT-13.txt,0.6000,0.3000
FRA-TXT-30.txt-GER-TXT-13.txt,0.6000,0.3000
ENG-TXT-21.txt-ITA-TXT-10.txt,0.6000,0.3000
ENG-TXT-21.txt-ITA-TXT-23.txt,0.6000,0.3000
ENG-TXT-21.txt-FRA-TXT-7.txt,0.6000,0.3000
ENG-TXT-21.txt-GER-TXT-7.txt,0.6000,0.3000
ENG-TXT-21.txt-GER-TXT-23.txt,0.6000,0.3000
ENG-TXT-21.txt-ITA-TXT-9.txt,0.6000,0.3000
ENG-TXT-14.txt-ENG-TXT-21.txt,0.6000,0.3000
ENG-TXT-21.txt-GER-TXT-29.txt,0.6000,0.3000
ENG-TXT-21.txt-GER-TXT-1.txt,0.6000,0.3000
ENG-TXT-10.txt-ENG-TXT-21.txt,0.6000,0.3000
ENG-TXT-17.txt-ENG-TXT-21.txt,0.6000,0.3000
ENG-TXT-21.txt-ITA-TXT-12.txt,0.6000,0.3000
ENG-TXT-21.txt-FRA-TXT-30.txt,0.6000,0.3000
FRA-TXT-25.txt-FRA-TXT-30.txt,0.6000,0.3000
ITA-TXT-10.txt-ITA-TXT-4.txt,0.6000,0.3000
GER-TXT-4.txt-ITA-TXT-4.txt,0.6000,0.3000
GER-TXT-1.txt-ITA-TXT-4.txt,0.6000,0.3000
ENG-TXT-18.txt-ITA-TXT-4.txt,0.6000,0.3000
PORT-TXT-16.txt-PORT-TXT-9.txt,0.6000,0.3000
ITA-TXT-6.txt-PORT-TXT-9.txt,0.6000,0.3000
ENG-TXT-25.txt-PORT-TXT-9.txt,0.6000,0.3000
ENG-TXT-20.txt-PORT-TXT-9.txt,0.6000,0.3000
ITA-TXT-16.txt-PORT-TXT-9.txt,0.6000,0.3000
ITA-TXT-23.txt-PORT-TXT-9.txt,0.6000,0.3000
GER-TXT-7.txt-PORT-TXT-9.txt,0.6000,0.3000
GER-TXT-23.txt-PORT-TXT-9.txt,0.6000,0.3000
ENG-TXT-27.txt-PORT-TXT-9.txt,0.6000,0.3000
FRA-TXT-4.txt-PORT-TXT-9.txt,0.6000,0.3000
ITA-TXT-9.txt-PORT-TXT-9.txt,0.6000,0.3000
ENG-TXT-14.txt-PORT-TXT-9.txt,0.6000,0.3000
GER-TXT-29.txt-PORT-TXT-9.txt,0.6000,0.3000
GER-TXT-1.txt-PORT-TXT-9.txt,0.6000,0.3000
ENG-TXT-30.txt-PORT-TXT-9.txt,0.6000,0.3000
ENG-TXT-8.txt-PORT-TXT-9.txt,0.6000,0.3000
ENG-TXT-10.txt-PORT-TXT-9.txt,0.6000,0.3000
ENG-TXT-18.txt-PORT-TXT-9.txt,0.6000,0.3000
FRA-TXT-30.txt-PORT-TXT-9.txt,0.6000,0.3000
FRA-TXT-5.txt-PORT-TXT-9.txt,0.6000,0.3000
ENG-TXT-9.txt-ITA-TXT-6.txt,0.6000,0.3000
ENG-TXT-25.txt-ENG-TXT-9.txt,0.6000,0.3000
ENG-TXT-9.txt-ITA-TXT-10.txt,0.6000,0.3000
ENG-TXT-17.txt-ENG-TXT-9.txt,0.6000,0.3000
ENG-TXT-9.txt-FRA-TXT-5.txt,0.6000,0.3000
ITA-TXT-6.txt-PORT-TXT-16.txt,0.6000,0.3000
ENG-TXT-25.txt-PORT-TXT-16.txt,0.6000,0.3000
ENG-TXT-20.txt-PORT-TXT-16.txt,0.6000,0.3000
ITA-TXT-10.txt-PORT-TXT-16.txt,0.6000,0.3000
ITA-TXT-23.txt-PORT-TXT-16.txt,0.6000,0.3000
ENG-TXT-11.txt-PORT-TXT-16.txt,0.6000,0.3000
FRA-TXT-4.txt-PORT-TXT-16.txt,0.6000,0.3000
GER-TXT-29.txt-PORT-TXT-16.txt,0.6000,0.3000
ENG-TXT-17.txt-PORT-TXT-16.txt,0.6000,0.3000
ENG-TXT-18.txt-PORT-TXT-16.txt,0.6000,0.3000
ITA-TXT-22.txt-PORT-TXT-16.txt,0.6000,0.3000
FRA-TXT-5.txt-PORT-TXT-16.txt,0.6000,0.3000
ENG-TXT-24.txt-ENG-TXT-25.txt,0.6000,0.3000
ENG-TXT-1.txt-ENG-TXT-24.txt,0.6000,0.3000
ENG-TXT-24.txt-ITA-TXT-30.txt,0.6000,0.3000
ENG-TXT-24.txt-FRA-TXT-16.txt,0.6000,0.3000
ENG-TXT-24.txt-FRA-TXT-6.txt,0.6000,0.3000
ENG-TXT-24.txt-GER-TXT-19.txt,0.6000,0.3000
ENG-TXT-24.txt-ITA-TXT-9.txt,0.6000,0.3000
ENG-TXT-14.txt-ENG-TXT-24.txt,0.6000,0.3000
ENG-TXT-24.txt-ENG-TXT-30.txt,0.6000,0.3000
ENG-TXT-24.txt-GER-TXT-5.txt,0.6000,0.3000
ENG-TXT-24.txt-FRA-TXT-27.txt,0.6000,0.3000
ENG-TXT-15.txt-ENG-TXT-24.txt,0.6000,0.3000
ENG-TXT-24.txt-PORT-TXT-4.txt,0.6000,0.3000
ENG-TXT-24.txt-FRA-TXT-30.txt,0.6000,0.3000
ENG-TXT-11.txt-ITA-TXT-1.txt,0.6000,0.3000
FRA-TXT-16.txt-ITA-TXT-1.txt,0.6000,0.3000
GER-TXT-1.txt-ITA-TXT-1.txt,0.6000,0.3000
FRA-TXT-27.txt-ITA-TXT-1.txt,0.6000,0.3000
ITA-TXT-1.txt-PORT-TXT-4.txt,0.6000,0.3000
ITA-TXT-1.txt-ITA-TXT-22.txt,0.6000,0.3000
ENG-TXT-16.txt-ENG-TXT-25.txt,0.6000,0.3000
ENG-TXT-16.txt-ENG-TXT-20.txt,0.6000,0.3000
ENG-TXT-16.txt-ITA-TXT-10.txt,0.6000,0.3000
ENG-TXT-11.txt-ENG-TXT-16.txt,0.6000,0.3000
ENG-TXT-16.txt-FRA-TXT-6.txt,0.6000,0.3000
ENG-TXT-16.txt-ENG-TXT-30.txt,0.6000,0.3000
ENG-TXT-16.txt-ENG-TXT-17.txt,0.6000,0.3000
ENG-TXT-16.txt-PORT-TXT-12.txt,0.6000,0.3000
ENG-TXT-16.txt-ENG-TXT-18.txt,0.6000,0.3000
ENG-TXT-22.txt-ITA-TXT-6.txt,0.6000,0.3000
ENG-TXT-22.txt-ITA-TXT-10.txt,0.6000,0.3000
ENG-TXT-22.txt-PORT-TXT-10.txt,0.6000,0.3000
ENG-TXT-22.txt-FRA-TXT-5.txt,0.6000,0.3000
ITA-TXT-15.txt-ITA-TXT-6.txt,0.6000,0.3000
ENG-TXT-25.txt-ITA-TXT-6.txt,0.6000,0.3000
FRA-TXT-7.txt-ITA-TXT-6.txt,0.6000,0.3000
FRA-TXT-4.txt-ITA-TXT-6.txt,0.6000,0.3000
ENG-TXT-17.txt-ITA-TXT-6.txt,0.6000,0.3000
ENG-TXT-18.txt-ITA-TXT-6.txt,0.6000,0.3000
ITA-TXT-13.txt-ITA-TXT-6.txt,0.6000,0.3000
ITA-TXT-12.txt-ITA-TXT-6.txt,0.6000,0.3000
ITA-TXT-6.txt-PORT-TXT-10.txt,0.6000,0.3000
ENG-TXT-4.txt-ITA-TXT-15.txt,0.6000,0.3000
FRA-TXT-26.txt-ITA-TXT-15.txt,0.6000,0.3000
GER-TXT-7.txt-ITA-TXT-15.txt,0.6000,0.3000
FRA-TXT-16.txt-ITA-TXT-15.txt,0.6000,0.3000
FRA-TXT-4.txt-ITA-TXT-15.txt,0.6000,0.3000
ITA-TXT-15.txt-PORT-TXT-5.txt,0.6000,0.3000
GER-TXT-1.txt-ITA-TXT-15.txt,0.6000,0.3000
ITA-TXT-15.txt-PORT-TXT-27.txt,0.6000,0.3000
ENG-TXT-30.txt-ITA-TXT-15.txt,0.6000,0.3000
GER-TXT-5.txt-ITA-TXT-15.txt,0.6000,0.3000
FRA-TXT-15.txt-ITA-TXT-15.txt,0.6000,0.3000
ENG-TXT-8.txt-ITA-TXT-15.txt,0.6000,0.3000
ITA-TXT-13.txt-ITA-TXT-15.txt,0.6000,0.3000
FRA-TXT-30.txt-ITA-TXT-15.txt,0.6000,0.3000
FRA-TXT-5.txt-ITA-TXT-15.txt,0.6000,0.3000
GER-TXT-2.txt-ITA-TXT-23.txt,0.6000,0.3000
GER-TXT-2.txt-GER-TXT-29.txt,0.6000,0.3000
GER-TXT-10.txt-GER-TXT-2.txt,0.6000,0.3000
ENG-TXT-20.txt-ENG-TXT-25.txt,0.6000,0.3000
ENG-TXT-25.txt-ENG-TXT-4.txt,0.6000,0.3000
ENG-TXT-25.txt-FRA-TXT-7.txt,0.6000,0.3000
ENG-TXT-25.txt-GER-TXT-7.txt,0.6000,0.3000
ENG-TXT-25.txt-GER-TXT-1.txt,0.6000,0.3000
ENG-TXT-25.txt-ENG-TXT-8.txt,0.6000,0.3000
ENG-TXT-17.txt-ENG-TXT-25.txt,0.6000,0.3000
ENG-TXT-25.txt-FRA-TXT-8.txt,0.6000,0.3000
ENG-TXT-25.txt-ITA-TXT-28.txt,0.6000,0.3000
ENG-TXT-25.txt-ITA-TXT-12.txt,0.6000,0.3000
ENG-TXT-25.txt-FRA-TXT-5.txt,0.6000,0.3000
ENG-TXT-20.txt-ITA-TXT-23.txt,0.6000,0.3000
ENG-TXT-20.txt-GER-TXT-29.txt,0.6000,0.3000
ENG-TXT-20.txt-ENG-TXT-30.txt,0.6000,0.3000
ITA-TXT-16.txt-ITA-TXT-30.txt,0.6000,0.3000
FRA-TXT-4.txt-ITA-TXT-16.txt,0.6000,0.3000
ITA-TXT-16.txt-ITA-TXT-9.txt,0.6000,0.3000
GER-TXT-1.txt-ITA-TXT-16.txt,0.6000,0.3000
ENG-TXT-17.txt-ITA-TXT-16.txt,0.6000,0.3000
FRA-TXT-27.txt-ITA-TXT-16.txt,0.6000,0.3000
ENG-TXT-18.txt-ITA-TXT-16.txt,0.6000,0.3000
FRA-TXT-30.txt-ITA-TXT-16.txt,0.6000,0.3000
FRA-TXT-5.txt-ITA-TXT-16.txt,0.6000,0.3000
ITA-TXT-10.txt-ITA-TXT-23.txt,0.6000,0.3000
ENG-TXT-4.txt-ITA-TXT-10.txt,0.6000,0.3000
FRA-TXT-7.txt-ITA-TXT-10.txt,0.6000,0.3000
FRA-TXT-26.txt-ITA-TXT-10.txt,0.6000,0.3000
ENG-TXT-11.txt-ITA-TXT-10.txt,0.6000,0.3000
GER-TXT-4.txt-ITA-TXT-10.txt,0.6000,0.3000
FRA-TXT-16.txt-ITA-TXT-10.txt,0.6000,0.3000
GER-TXT-23.txt-ITA-TXT-10.txt,0.6000,0.3000
FRA-TXT-6.txt-ITA-TXT-10.txt,0.6000,0.3000
ITA-TXT-10.txt-PORT-TXT-17.txt,0.6000,0.3000
ITA-TXT-10.txt-PORT-TXT-5.txt,0.6000,0.3000
ITA-TXT-10.txt-PORT-TXT-25.txt,0.6000,0.3000
ENG-TXT-14.txt-ITA-TXT-10.txt,0.6000,0.3000
GER-TXT-29.txt-ITA-TXT-10.txt,0.6000,0.3000
ITA-TXT-10.txt-PORT-TXT-2.txt,0.6000,0.3000
ENG-TXT-30.txt-ITA-TXT-10.txt,0.6000,0.3000
ENG-TXT-8.txt-ITA-TXT-10.txt,0.6000,0.3000
ENG-TXT-10.txt-ITA-TXT-10.txt,0.6000,0.3000
ITA-TXT-10.txt-PORT-TXT-12.txt,0.6000,0.3000
FRA-TXT-8.txt-ITA-TXT-10.txt,0.6000,0.3000
FRA-TXT-27.txt-ITA-TXT-10.txt,0.6000,0.3000
FRA-TXT-18.txt-ITA-TXT-10.txt,0.6000,0.3000
ITA-TXT-10.txt-ITA-TXT-13.txt,0.6000,0.3000
ITA-TXT-10.txt-ITA-TXT-22.txt,0.6000,0.3000
ITA-TXT-10.txt-ITA-TXT-12.txt,0.6000,0.3000
ITA-TXT-10.txt-PORT-TXT-10.txt,0.6000,0.3000
GER-TXT-10.txt-ITA-TXT-10.txt,0.6000,0.3000
FRA-TXT-26.txt-ITA-TXT-23.txt,0.6000,0.3000
ENG-TXT-11.txt-ITA-TXT-23.txt,0.6000,0.3000
GER-TXT-7.txt-ITA-TXT-23.txt,0.6000,0.3000
FRA-TXT-16.txt-ITA-TXT-23.txt,0.6000,0.3000
GER-TXT-23.txt-ITA-TXT-23.txt,0.6000,0.3000
FRA-TXT-4.txt-ITA-TXT-23.txt,0.6000,0.3000
ITA-TXT-23.txt-ITA-TXT-26.txt,0.6000,0.3000
GER-TXT-1.txt-ITA-TXT-23.txt,0.6000,0.3000
ENG-TXT-10.txt-ITA-TXT-23.txt,0.6000,0.3000
ENG-TXT-17.txt-ITA-TXT-23.txt,0.6000,0.3000
ITA-TXT-23.txt-PORT-TXT-4.txt,0.6000,0.3000
FRA-TXT-30.txt-ITA-TXT-23.txt,0.6000,0.3000
GER-TXT-10.txt-ITA-TXT-23.txt,0.6000,0.3000
ENG-TXT-4.txt-FRA-TXT-16.txt,0.6000,0.3000
ENG-TXT-4.txt-GER-TXT-1.txt,0.6000,0.3000
ENG-TXT-4.txt-PORT-TXT-27.txt,0.6000,0.3000
ENG-TXT-30.txt-ENG-TXT-4.txt,0.6000,0.3000
ENG-TXT-4.txt-GER-TXT-5.txt,0.6000,0.3000
ENG-TXT-18.txt-ENG-TXT-4.txt,0.6000,0.3000
ENG-TXT-4.txt-ITA-TXT-22.txt,0.6000,0.3000
ENG-TXT-4.txt-FRA-TXT-5.txt,0.6000,0.3000
ENG-TXT-11.txt-FRA-TXT-7.txt,0.6000,0.3000
FRA-TXT-16.txt-FRA-TXT-7.txt,0.6000,0.3000
ENG-TXT-27.txt-FRA-TXT-7.txt,0.6000,0.3000
FRA-TXT-4.txt-FRA-TXT-7.txt,0.6000,0.3000
FRA-TXT-7.txt-GER-TXT-1.txt,0.6000,0.3000
ENG-TXT-30.txt-FRA-TXT-7.txt,0.6000,0.3000
ENG-TXT-17.txt-FRA-TXT-7.txt,0.6000,0.3000
ENG-TXT-18.txt-FRA-TXT-7.txt,0.6000,0.3000
FRA-TXT-7.txt-PORT-TXT-4.txt,0.6000,0.3000
FRA-TXT-7.txt-ITA-TXT-22.txt,0.6000,0.3000
FRA-TXT-26.txt-PORT-TXT-25.txt,0.6000,0.3000
FRA-TXT-26.txt-GER-TXT-29.txt,0.6000,0.3000
ENG-TXT-11.txt-FRA-TXT-16.txt,0.6000,0.3000
ENG-TXT-11.txt-FRA-TXT-4.txt,0.6000,0.3000
ENG-TXT-11.txt-GER-TXT-29.txt,0.6000,0.3000
ENG-TXT-11.txt-GER-TXT-1.txt,0.6000,0.3000
ENG-TXT-11.txt-FRA-TXT-27.txt,0.6000,0.3000
ENG-TXT-11.txt-PORT-TXT-4.txt,0.6000,0.3000
ENG-TXT-11.txt-ITA-TXT-22.txt,0.6000,0.3000
ENG-TXT-11.txt-ITA-TXT-12.txt,0.6000,0.3000
ENG-TXT-11.txt-FRA-TXT-5.txt,0.6000,0.3000
GER-TXT-4.txt-ITA-TXT-9.txt,0.6000,0.3000
GER-TXT-1.txt-GER-TXT-4.txt,0.6000,0.3000
GER-TXT-4.txt-GER-TXT-5.txt,0.6000,0.3000
ENG-TXT-18.txt-GER-TXT-4.txt,0.6000,0.3000
GER-TXT-7.txt-ITA-TXT-30.txt,0.6000,0.3000
FRA-TXT-16.txt-ITA-TXT-30.txt,0.6000,0.3000
FRA-TXT-2.txt-ITA-TXT-30.txt,0.6000,0.3000
FRA-TXT-4.txt-ITA-TXT-30.txt,0.6000,0.3000
ITA-TXT-30.txt-PORT-TXT-25.txt,0.6000,0.3000
ITA-TXT-30.txt-ITA-TXT-9.txt,0.6000,0.3000
ITA-TXT-30.txt-PORT-TXT-2.txt,0.6000,0.3000
GER-TXT-5.txt-ITA-TXT-30.txt,0.6000,0.3000
ENG-TXT-8.txt-ITA-TXT-30.txt,0.6000,0.3000
ENG-TXT-17.txt-ITA-TXT-30.txt,0.6000,0.3000
ITA-TXT-30.txt-PORT-TXT-12.txt,0.6000,0.3000
FRA-TXT-1.txt-ITA-TXT-30.txt,0.6000,0.3000
FRA-TXT-27.txt-ITA-TXT-30.txt,0.6000,0.3000
ITA-TXT-13.txt-ITA-TXT-30.txt,0.6000,0.3000
ITA-TXT-22.txt-ITA-TXT-30.txt,0.6000,0.3000
FRA-TXT-30.txt-ITA-TXT-30.txt,0.6000,0.3000
GER-TXT-10.txt-ITA-TXT-30.txt,0.6000,0.3000
FRA-TXT-5.txt-ITA-TXT-30.txt,0.6000,0.3000
GER-TXT-7.txt-PORT-TXT-25.txt,0.6000,0.3000
GER-TXT-7.txt-ITA-TXT-9.txt,0.6000,0.3000
ENG-TXT-14.txt-GER-TXT-7.txt,0.6000,0.3000
GER-TXT-29.txt-GER-TXT-7.txt,0.6000,0.3000
GER-TXT-1.txt-GER-TXT-7.txt,0.6000,0.3000
GER-TXT-7.txt-PORT-TXT-27.txt,0.6000,0.3000
ENG-TXT-30.txt-GER-TXT-7.txt,0.6000,0.3000
ENG-TXT-8.txt-GER-TXT-7.txt,0.6000,0.3000
ENG-TXT-10.txt-GER-TXT-7.txt,0.6000,0.3000
ENG-TXT-17.txt-GER-TXT-7.txt,0.6000,0.3000
ENG-TXT-15.txt-GER-TXT-7.txt,0.6000,0.3000
FRA-TXT-30.txt-GER-TXT-7.txt,0.6000,0.3000
FRA-TXT-16.txt-PORT-TXT-25.txt,0.6000,0.3000
FRA-TXT-16.txt-GER-TXT-29.txt,0.6000,0.3000
FRA-TXT-16.txt-PORT-TXT-26.txt,0.6000,0.3000
ENG-TXT-30.txt-FRA-TXT-16.txt,0.6000,0.3000
FRA-TXT-16.txt-FRA-TXT-27.txt,0.6000,0.3000
ENG-TXT-18.txt-FRA-TXT-16.txt,0.6000,0.3000
FRA-TXT-16.txt-ITA-TXT-22.txt,0.6000,0.3000
FRA-TXT-16.txt-ITA-TXT-12.txt,0.6000,0.3000
FRA-TXT-16.txt-FRA-TXT-30.txt,0.6000,0.3000
FRA-TXT-16.txt-GER-TXT-10.txt,0.6000,0.3000
FRA-TXT-16.txt-FRA-TXT-5.txt,0.6000,0.3000
GER-TXT-23.txt-ITA-TXT-9.txt,0.6000,0.3000
GER-TXT-23.txt-GER-TXT-29.txt,0.6000,0.3000
GER-TXT-1.txt-GER-TXT-23.txt,0.6000,0.3000
ENG-TXT-17.txt-GER-TXT-23.txt,0.6000,0.3000
ENG-TXT-15.txt-GER-TXT-23.txt,0.6000,0.3000
ENG-TXT-27.txt-ITA-TXT-12.txt,0.6000,0.3000
FRA-TXT-17.txt-FRA-TXT-2.txt,0.6000,0.3000
FRA-TXT-2.txt-PORT-TXT-27.txt,0.6000,0.3000
FRA-TXT-1.txt-FRA-TXT-2.txt,0.6000,0.3000
FRA-TXT-2.txt-GER-TXT-10.txt,0.6000,0.3000
FRA-TXT-4.txt-PORT-TXT-17.txt,0.6000,0.3000
FRA-TXT-4.txt-GER-TXT-29.txt,0.6000,0.3000
FRA-TXT-4.txt-ITA-TXT-22.txt,0.6000,0.3000
FRA-TXT-4.txt-ITA-TXT-12.txt,0.6000,0.3000
FRA-TXT-30.txt-FRA-TXT-4.txt,0.6000,0.3000
FRA-TXT-6.txt-GER-TXT-1.txt,0.6000,0.3000
FRA-TXT-6.txt-PORT-TXT-27.txt,0.6000,0.3000
FRA-TXT-6.txt-FRA-TXT-8.txt,0.6000,0.3000
FRA-TXT-27.txt-FRA-TXT-6.txt,0.6000,0.3000
FRA-TXT-30.txt-FRA-TXT-6.txt,0.6000,0.3000
FRA-TXT-30.txt-PORT-TXT-17.txt,0.6000,0.3000
PORT-TXT-25.txt-PORT-TXT-5.txt,0.6000,0.3000
PORT-TXT-26.txt-PORT-TXT-5.txt,0.6000,0.3000
GER-TXT-5.txt-PORT-TXT-5.txt,0.6000,0.3000
